timestamp,instance,config_hash,solver,valid_cut_type,add_soc_cuts,collect_multiple_cuts,ansatz_type,ansatz_layers,execution_mode,optimizer_name,optimizer_maxiter,random_seed,repeat,iteration,block_id,n_original,n_padded,padding_overhead,true_min_eigenvalue,vqe_min_eigenvalue_estimate,leaked_amplitude,optimizer_nfev,master_objective,master_solve_time,separation_time,num_cuts_added_this_iter,is_psd
1784693712.1571395,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,6,1,10,16,6,-17.768567165301967,-14.61566228014196,0.04553804976806376,200,543.290773146806,0.08824443817138672,4.4082770347595215,2,False
1784693722.5074012,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,7,0,20,32,12,-0.2584448096930324,-0.2180035477949851,0.022027050941518012,200,531.6522235665091,0.0939638614654541,10.222424983978271,24,False
1784693726.9068599,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,7,1,10,16,6,-11.510812838680842,-9.791467367848464,0.029268130748982768,200,531.6522235665091,0.0939638614654541,4.383963108062744,3,False
1784693737.4832006,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,8,0,20,32,12,-0.28317590740085957,-0.1651011030075892,0.10144693115400086,200,512.9421009787077,0.11481118202209473,10.432767868041992,19,False
1784693741.5186763,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,8,1,10,16,6,-8.270398161878425,-4.146459949839913,0.003930763240892248,200,512.9421009787077,0.11481118202209473,4.022855043411255,1,False
1784693752.4367774,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,9,0,20,32,12,-0.28801246369137923,-0.1836691842673321,0.062259653064730705,200,502.72117129157164,0.109893798828125,10.769314289093018,27,False
1784693756.5113442,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,9,1,10,16,6,-13.863228973164599,-7.7385979970279495,0.14544778767509242,200,502.72117129157164,0.109893798828125,4.059797286987305,3,False
1784693767.1040754,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,10,0,20,32,12,-0.3206535125355899,-0.2278147741975903,0.009874879843571976,200,487.46098651975035,0.14220309257507324,10.418900728225708,19,False
1784693771.4884138,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,10,1,10,16,6,-9.309350738545524,-7.8763628788835,0.0582442391838599,200,487.46098651975035,0.14220309257507324,4.357231140136719,2,False
1784693781.852411,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,11,0,20,32,12,-0.23153155712288923,-0.20130302699411695,0.025683324155122405,200,473.9462569197024,0.14475226402282715,10.18215823173523,25,False
1784693786.2931488,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,11,1,10,16,6,-11.837881016814487,-10.72722459409368,0.03306823541672329,200,473.9462569197024,0.14475226402282715,4.428823471069336,8,False
1784693796.988461,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,12,0,20,32,12,-0.20640822549155452,-0.1522058170225013,0.05123605684556766,200,455.9293163520215,0.1854400634765625,10.475051641464233,15,False
1784693801.2223814,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,12,1,10,16,6,-10.270294068663885,-8.689644276049869,0.026420960477755082,200,455.9293163520215,0.1854400634765625,4.219268798828125,2,False
1784693811.3408334,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,13,0,20,32,12,-0.23113702215951973,-0.16913255995236168,0.005594404763807968,200,448.6063197226512,0.1412672996520996,9.94395899772644,20,False
1784693815.968442,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,13,1,10,16,6,-7.526949919781906,-5.969273887179024,0.05854354756106126,200,448.6063197226512,0.1412672996520996,4.612529516220093,2,False
1784693826.9446096,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,14,0,20,32,12,-0.22112322806866952,-0.18983872623019507,0.04720022965177876,200,437.6958884066545,0.2084064483642578,10.734575271606445,28,False
1784693831.320047,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,14,1,10,16,6,-10.065258793280323,-9.463235652642675,0.045390972053993096,200,437.6958884066545,0.2084064483642578,4.362681865692139,3,False
1784693841.4959855,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,15,0,20,32,12,-0.19372032234307546,-0.12182967970440273,0.016958900803024625,200,420.4428665809861,0.3147718906402588,9.822720766067505,18,False
1784693845.611917,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,15,1,10,16,6,-11.96090437131687,-6.9347859668633935,0.0687260525400706,200,420.4428665809861,0.3147718906402588,4.105052947998047,3,False
1784693855.8503451,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,16,0,20,32,12,-0.22241951943412203,-0.1616985914924871,0.04531319900208996,200,411.07190067992633,0.24860215187072754,9.96288514137268,24,False
1784693860.1708822,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,16,1,10,16,6,-7.18373178144607,-3.7667592022671457,0.05819237661557365,200,411.07190067992633,0.24860215187072754,4.30919337272644,1,False
1784693871.0518801,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,17,0,20,32,12,-0.16871234511582814,-0.13859981266458568,0.037934387830385816,200,402.8298015380883,0.206071138381958,10.636307954788208,21,False
1784693875.4495695,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,17,1,10,16,6,-5.605891142451027,-2.2134018923659706,0.04474456485195224,200,402.8298015380883,0.206071138381958,4.380867004394531,1,False
1784693886.089711,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,18,0,20,32,12,-0.16124020605637493,-0.12460555434816471,0.05117973720386004,200,395.37486055397943,0.20251917839050293,10.40657925605774,21,False
1784693890.6721864,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,18,1,10,16,6,-6.699978803722124,-4.435526620731622,0.007518091085288014,200,395.37486055397943,0.20251917839050293,4.573795557022095,2,False
1784693900.9147027,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,19,0,20,32,12,-0.1814483317830946,-0.1513295542427622,0.029491255113143267,200,387.1157486326366,0.23048782348632812,9.978579044342041,26,False
1784693905.592146,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,19,1,10,16,6,-5.311423672882666,-3.0687151163327844,0.025681916253562975,200,387.1157486326366,0.23048782348632812,4.6675803661346436,1,False
1784693915.60856,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,20,0,20,32,12,-0.159714412568594,-0.1386431943975864,0.03918712695026981,200,380.0984804974454,0.31600046157836914,9.670993089675903,16,False
1784693919.4999006,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,20,1,10,16,6,-8.197007945963948,-6.330735948190487,0.10874482422976274,200,380.0984804974454,0.31600046157836914,3.8814783096313477,4,False
1784693928.9831254,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,21,0,20,32,12,-0.1174346816640773,-0.09715345624381824,0.031635213633381336,200,373.35364363850687,0.2160038948059082,9.240035772323608,10,False
1784693932.854828,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,21,1,10,16,6,-8.40030742322614,-6.244183071312817,0.12995497957681656,200,373.35364363850687,0.2160038948059082,3.8610470294952393,2,False
1784693942.823283,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,22,0,20,32,12,-0.13035317583376754,-0.07425516269004953,0.06739879749146391,200,363.2688148730366,0.20221281051635742,9.730788469314575,18,False
1784693947.361528,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,22,1,10,16,6,-5.460801410883895,-2.6756542203407143,0.09641744542065828,200,363.2688148730366,0.20221281051635742,4.520881175994873,2,False
1784693957.8395042,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,23,0,20,32,12,-0.12447321232741156,-0.07759743761468701,0.03130161906825656,200,356.15226554169726,0.23811697959899902,10.19555139541626,23,False
1784693961.7976673,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,23,1,10,16,6,-7.7473128542388086,-6.527958245571716,0.034126243215395244,200,356.15226554169726,0.23811697959899902,3.9447572231292725,4,False
1784693971.0789807,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,24,0,20,32,12,-0.11079557839944955,-0.10013653092285903,0.028162985384933937,200,349.88802051708586,0.2308187484741211,9.021580934524536,20,False
1784693975.3573961,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,24,1,10,16,6,-10.310730268002224,-4.209783418105676,0.06657267861957748,200,349.88802051708586,0.2308187484741211,4.262974977493286,3,False
1784693984.8756053,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,25,0,20,32,12,-0.13275601649359203,-0.08444015510462151,0.004437355502712283,200,344.0980559646814,0.3465285301208496,9.137629508972168,19,False
1784693988.817564,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,25,1,10,16,6,-7.069925277558248,-4.0569733044211835,0.06702534326465762,200,344.0980559646814,0.3465285301208496,3.9263908863067627,2,False
1784693998.4626818,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,26,0,20,32,12,-0.09965813736385482,-0.04987490753619787,0.06174318970204158,200,336.51271984437,0.22667169570922852,9.395566701889038,14,False
1784694002.862854,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,26,1,10,16,6,-7.7194290903236285,-6.557970407313343,0.018019930832877985,200,336.51271984437,0.22667169570922852,4.389611721038818,2,False
1784694012.632245,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,27,0,20,32,12,-0.10985396576085278,-0.07001748971742011,0.021118656690720074,200,334.407019694352,0.27536797523498535,9.463676929473877,15,False
1784694016.3366811,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,27,1,10,16,6,-5.864276392909704,-3.9073846177084923,0.012609487347559225,200,334.407019694352,0.27536797523498535,3.6924638748168945,1,False
1784694026.2104928,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,28,0,20,32,12,-0.09783435295535367,-0.06901705713798453,0.018025378983492716,200,331.2106963935749,0.2494652271270752,9.591816663742065,23,False
1784694030.552213,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,28,1,10,16,6,-4.853135879439695,-3.5095522091139406,0.022559080943008545,200,331.2106963935749,0.2494652271270752,4.330236196517944,5,False
1784694041.7023058,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,29,0,20,32,12,-0.09967008248243393,-0.06819623558149913,0.011860451475578083,200,330.09875028364365,0.30963993072509766,10.805528163909912,23,False
1784694046.0116978,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,29,1,10,16,6,-4.840256851775504,-4.395019632781231,0.009074060793362503,200,330.09875028364365,0.30963993072509766,4.294414281845093,1,False
1784694055.9833267,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,30,0,20,32,12,-0.12030964548039175,-0.06725804467701749,0.04075034010137637,200,324.97865087408707,0.2846806049346924,9.65079116821289,18,False
1784694059.949129,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,30,1,10,16,6,-6.0947886928741895,-5.447338541438232,0.06628575635994444,200,324.97865087408707,0.2846806049346924,3.9526925086975098,4,False
1784694070.6849174,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,31,0,20,32,12,-0.08730555985485057,-0.0651713448131298,0.03985399816464898,200,317.5849087280115,0.3014247417449951,10.391614437103271,10,False
1784694074.4980032,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,31,1,10,16,6,-4.483887733266906,-3.824743420962524,0.024014109662100623,200,317.5849087280115,0.3014247417449951,3.7995142936706543,2,False
1784694084.1417117,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,32,0,20,32,12,-0.0818004951372833,-0.0764614149656973,0.006307980565618689,200,315.0498008708644,0.28978681564331055,9.327883958816528,14,False
1784694087.916224,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,32,1,10,16,6,-3.53346639640379,-2.9925884457281198,0.041470495951214756,200,315.0498008708644,0.28978681564331055,3.7585039138793945,3,False
1784694098.3346713,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,33,0,20,32,12,-0.06597110876546171,-0.05385111972902968,0.017350349214533434,200,309.42359589438786,0.260714054107666,10.123151779174805,14,False
1784694102.7244358,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,33,1,10,16,6,-3.9294128882849195,-3.0439512291143616,0.10155938640501559,200,309.42359589438786,0.260714054107666,4.3769755363464355,1,False
1784694112.110034,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,34,0,20,32,12,-0.09222838657276487,-0.05709180802902922,0.007815715264333384,200,306.75778353053664,0.2895314693450928,9.071428775787354,6,False
1784694116.5602317,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,34,1,10,16,6,-4.127376241509427,-3.4949174726346106,0.03689108598513074,200,306.75778353053664,0.2895314693450928,4.437690496444702,2,False
1784694127.0496879,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,35,0,20,32,12,-0.08169519954505497,-0.046216281108029444,0.01001981305619263,200,304.8880359887409,0.2653212547302246,10.198447465896606,12,False
1784694131.1927192,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,35,1,10,16,6,-5.716090249621838,-4.62367030249489,0.047990216243549856,200,304.8880359887409,0.2653212547302246,4.1282570362091064,2,False
1784694140.9087372,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,36,0,20,32,12,-0.07949005151111059,-0.05519170208015198,0.0018108048078583384,200,303.5758376204499,0.25322890281677246,9.437047481536865,8,False
1784694145.036544,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,36,1,10,16,6,-5.1842772278201075,-3.4388024893559717,0.014587508158092004,200,303.5758376204499,0.25322890281677246,4.114798069000244,4,False
1784694155.0988626,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,37,0,20,32,12,-0.06857160237947783,-0.055057166340887614,0.036724757652952515,200,300.86268094200585,0.3352363109588623,9.694196224212646,8,False
1784694159.0017924,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,37,1,10,16,6,-4.404238001442104,-3.620910860524753,0.04336450898058132,200,300.86268094200585,0.3352363109588623,3.889427423477173,2,False
1784694169.6807446,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,38,0,20,32,12,-0.06594929759727086,-0.04993653138546976,0.02304623903539836,200,298.52038526973297,0.33960795402526855,10.309983253479004,7,False
1784694174.2285976,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,38,1,10,16,6,-5.530380543835097,-2.8121447212268995,0.10951306868739558,200,298.52038526973297,0.33960795402526855,4.536688327789307,1,False
1784694185.28007,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,39,0,20,32,12,-0.06090000451108842,-0.03644310122935377,0.03742219752630281,200,296.783415852134,0.2991917133331299,10.724301815032959,10,False
1784694189.7244093,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,39,1,10,16,6,-3.605595618314438,-2.8437560780965847,0.10465225617387953,200,296.783415852134,0.2991917133331299,4.429176568984985,1,False
1784694199.8692422,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,40,0,20,32,12,-0.06633995263113147,-0.044033873258358155,0.027425354639319433,200,295.0591478257463,0.29927825927734375,9.806061267852783,15,False
1784694204.1253135,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,40,1,10,16,6,-2.6224612371380527,-1.8855511352416308,0.030090743909369753,200,295.0591478257463,0.29927825927734375,4.242540121078491,3,False
1784694214.5376928,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,41,0,20,32,12,-0.06247731083376177,-0.042170443940152694,0.044509027822754704,200,293.2007327872474,0.3488802909851074,10.024722576141357,18,False
1784694218.8623502,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,41,1,10,16,6,-3.029259806539632,-1.2465688083471032,0.05422067586972311,200,293.2007327872474,0.3488802909851074,4.311210632324219,2,False
1784694228.972515,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,42,0,20,32,12,-0.04760958648082712,-0.032594457072320254,0.053812853451909226,200,291.64138067174235,0.33893728256225586,9.727546215057373,10,False
1784694233.2033617,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,42,1,10,16,6,-2.9627527115465035,-1.5745277397303312,0.04417345605886246,200,291.64138067174235,0.33893728256225586,4.214385509490967,1,False
1784694243.5129812,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,43,0,20,32,12,-0.04546286278010961,-0.03723410105838498,0.042663449056405484,200,290.51873101062847,0.36426424980163574,9.910407781600952,8,False
1784694247.9134266,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,43,1,10,16,6,-4.066605854812913,-2.3264341988313344,0.010225771254534438,200,290.51873101062847,0.36426424980163574,4.388484716415405,1,False
1784694258.3917143,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,44,0,20,32,12,-0.06690782950329047,-0.04230890144703135,0.026722237520580634,200,286.1364339366331,0.42095088958740234,10.01551365852356,6,False
1784694262.763434,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,44,1,10,16,6,-3.384607372710492,-0.9919153898017156,0.016925553875077434,200,286.1364339366331,0.42095088958740234,4.3587965965271,1,False
1784694273.4060547,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,45,0,20,32,12,-0.06037369144316675,-0.03774366304436462,0.055376453421903046,200,284.99297280144157,0.3893296718597412,10.221232891082764,10,False
1784694277.5362217,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,45,1,10,16,6,-3.0994488162805593,-1.8895227187862413,0.06602242583162346,200,284.99297280144157,0.3893296718597412,4.117851257324219,2,False
1784694288.233916,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,46,0,20,32,12,-0.0739102779253649,-0.060478893502185806,0.015164914912549097,200,280.95283036647515,0.35291576385498047,10.31243896484375,16,False
1784694292.6149876,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,46,1,10,16,6,-1.8890236508615057,-1.6176766888202825,0.08901091728527734,200,280.95283036647515,0.35291576385498047,4.369993448257446,2,False
1784694303.7888904,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,47,0,20,32,12,-0.07103393821054814,-0.048389175455411326,0.09172301488191664,200,277.3126216100956,0.4550509452819824,10.68126916885376,10,False
1784694308.2540927,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,47,1,10,16,6,-3.240770308896181,-1.4812902219594035,0.015116570763106177,200,277.3126216100956,0.4550509452819824,4.450864791870117,1,False
1784694318.4342673,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,48,0,20,32,12,-0.05323937527996552,-0.032792333342706724,0.07780181699176122,200,274.86710813105947,0.45693135261535645,9.689196825027466,14,False
1784694322.9939122,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,48,1,10,16,6,-3.7574849634845218,-1.6056858938885092,0.0122331305206406,200,274.86710813105947,0.45693135261535645,4.547527313232422,1,False
1784694333.5478594,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,49,0,20,32,12,-0.0534813250534302,-0.03598212768118235,0.09358780243012382,200,273.77389295153523,0.3973877429962158,10.121960401535034,13,False
1784694337.658292,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,49,1,10,16,6,-3.322889338434372,-1.4545976049303033,0.007097009101304149,200,273.77389295153523,0.3973877429962158,4.099198579788208,1,False
1784694348.6833906,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,50,0,20,32,12,-0.052296465504233204,-0.03396477887394285,0.0769500522659806,200,271.940000032856,0.4167792797088623,10.572659015655518,5,False
1784694353.7031844,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,50,1,10,16,6,-3.9351688503834286,-1.5344045711831442,0.019092217534472856,200,271.940000032856,0.4167792797088623,5.008252143859863,1,False
1784694365.3755035,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,51,0,20,32,12,-0.05436109375615705,-0.046609059401331636,0.04331778572340457,200,269.77480796612224,0.42170238494873047,11.212765216827393,6,False
1784694369.7812042,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,51,1,10,16,6,-1.9397750464825128,-0.46466974612620293,0.044833814009419194,200,269.77480796612224,0.42170238494873047,4.392981052398682,1,False
1784694380.062243,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,52,0,20,32,12,-0.0454394607850929,-0.036789971923511286,0.01349345038732205,200,266.7651006984594,0.30776309967041016,9.944986343383789,14,False
1784694384.4399977,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,52,1,10,16,6,-2.364982551380186,-0.736964146325235,0.11719586765868033,200,266.7651006984594,0.30776309967041016,4.365837812423706,1,False
1784694395.6175232,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,53,0,20,32,12,-0.04027393628969565,-0.027628632099155177,0.02714480054643208,200,265.08565785822816,0.30229759216308594,10.845525026321411,7,False
1784694400.0998776,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,53,1,10,16,6,-2.2339301431026173,-1.1867282436707896,0.0638036742065098,200,265.08565785822816,0.30229759216308594,4.4686079025268555,1,False
1784694412.0323713,control2,76590b4826,MOSEK,soc,False,True,sparsity_aware,3,noiseless,COBYLA,200,42,1,54,0,20,32,12,-0.043681663040401705,-0.03773296770492371,0.04775235306013292,200,263.22498307340754,0.5189480781555176,11.38087797164917,9,False
